Student name,semester new,coursename
Harold Prince,Spring 2002,ECONOMETRIC FORECASTING
Harold Prince,Spring 2003,AFRO AMER HIST 1876-PRES
Harold Prince,Spring 2004,BIOLOGICAL CHEMISTRY II
Harold Prince,Fall 2003,ELEM MODERN HEBREW I
Harold Prince,Spring 2004,BEHAVIORAL ECON & PSYCH
Harold Prince,Fall 2005,Environmental Case Studies
Harold Prince,Fall 2003,CONTEMPORARY AFRICAN ART
Harold Prince,Fall 2001,CREATIVE WRITING: CREAT. WRITE: FICT/POET
Harold Prince,Spring 2005,"DNA, DIET, AND DISEASE: The Biology of Food"
Harold Prince,Spring 2005,FORMAL LOGIC I
Harold Prince,Fall 2000,FOOD/FEAST ARCH OF TABLE
Harold Prince,Spring 2002,DIGITAL MEDIA & THE CITY
Harold Prince,Fall 2005,COMM and  THE PRESIDENCY
Harold Prince,Fall 2004,ELEMENTARY FRENCH II
Harold Prince,Spring 2001,EARLY MESOPOTAMIAN HIST - SOC
Tony Blair,Spring 2005,CONTEMPORARY POL.THOUGHT
Tony Blair,Spring 2004,Environmental Case Studies
Tony Blair,Fall 2004,ART: ancient to 1945
Tony Blair,Fall 2004,CONTEMP ART:1945 to PRESENT
Tony Blair,Spring 2004,AFGHANISTAN & ISLAMISM: AFGHANISTAN & ISLAMISM
Tony Blair,Spring 2005,CONTEMPORARY AFRICAN ART
Harvey Golub,Fall 2005,BEHAVIORAL PHARMACOLOGY
Harvey Golub,Spring 2003,AMERICAN FOREIGN POLICY
Harvey Golub,Fall 2001,COMPUT LINEAR ALGEBRA
Harvey Golub,Fall 2002,Environmental Case Studies
Harvey Golub,Spring 2004,ANALYTICAL MECHANICS
Harvey Golub,Summer 2004,CONTEMPORARY AFRICAN ART
Harvey Golub,Fall 2005,A WORLD AT WAR
Harvey Golub,Summer 2003,BECOMING HUMAN
Harvey Golub,Spring 2005,ELEMENTARY ARABIC II
Harvey Golub,Summer 2002,FRANCE & THE EUROP.UNION
Harvey Golub,Summer 2001,ELEMENTARY FRENCH I
Harvey Golub,Summer 2003,COMPARATIVE POLITICS
Harvey Golub,Summer 2000,BRITISH POETRY 1660-1914
Jodi Picoult,Spring 2002,BEHAVIORAL PHARMACOLOGY
Jodi Picoult,Fall 2004,AMERICAN FOREIGN POLICY
Jodi Picoult,Fall 2004,COMPUT LINEAR ALGEBRA
Jodi Picoult,Spring 2005,CONTEMPORARY POL.THOUGHT
Jodi Picoult,Fall 2003,Environmental Case Studies
Jodi Picoult,Spring 2004,AMERICAN HEALT POLICY
Jodi Picoult,Spring 2002,ANALYTICAL MECHANICS
Jodi Picoult,Fall 2003,A WORLD AT WAR
Jodi Picoult,Summer 2004,CELL BIOLOGY and BIOCHEM
Dahr Jamail,Fall 2001,BEHAVIORAL PHARMACOLOGY
Dahr Jamail,Fall 2004,AMERICAN FOREIGN POLICY
Dahr Jamail,Fall 2004,BEG RDG/WRTG CHINESE II
Dahr Jamail,Fall 2002,Environmental Case Studies
Dahr Jamail,Fall 2000,Business German - Micro Perspective
Dahr Jamail,Fall 2005,ECONOMETRICS
Dahr Jamail,Fall 2000,COMPUTER LINEAR ALGEBRA
Dahr Jamail,Fall 2002,ART - ancient to 1945
Dahr Jamail,Fall 2005,CONTEMPORARY AFRICAN ART
Dahr Jamail,Fall 2001,A WORLD AT WAR
Hume Cronyn,Fall 2000,BEHAVIORAL PHARMACOLOGY
Hume Cronyn,Spring 2003,CREATIVE WRITING: WRITING PERSONAL ESSAY
Hume Cronyn,Fall 2005,FOOD/FEAST ARCH OF TABLE
Hume Cronyn,Fall 2005,ECONOMETRIC FORECASTING
Hume Cronyn,Spring 2003,CREATIVE WRITING: CREAT. WRITE: FICT/POET
Hume Cronyn,Spring 2004,CRIME AND DETECTION: Dark Deeds
Hume Cronyn,Fall 2000,BIOLOGICAL CHEMISTRY II
Hume Cronyn,Spring 2004,BEG RDG/WRTG CHINESE II
Hume Cronyn,Spring 2005,"CONTMP POL,POLICY,JOURN"
Hume Cronyn,Spring 2002,BEHAVIORAL ECON & PSYCH
Hume Cronyn,Fall 2001,Environmental Case Studies
Hume Cronyn,Fall 2000,COMPUTER LINEAR ALGEBRA
Hume Cronyn,Fall 2003,ANALYTICAL MECHANICS
Hume Cronyn,Fall 2002,CONTEMPORARY AFRICAN ART
Hume Cronyn,Fall 2000,A WORLD AT WAR
Hume Cronyn,Summer 2000,FORMAL LOGIC I
Hume Cronyn,Fall 2004,AMERICAN POETRY
Hume Cronyn,Spring 2002,CREAT.NON-FICTION WRIT
Hume Cronyn,Spring 2001,DIGITAL MEDIA & THE CITY
Hume Cronyn,Fall 2001,EXPERIMENTAL WRITING SEM
Hume Cronyn,Spring 2005,AUGUSTAN CULTRL REVOL
Hume Cronyn,Fall 2003,ELEMENTARY FRENCH I
Hume Cronyn,Fall 2004,ELEMENTARY FRENCH II
Hume Cronyn,Spring 2001,EARLY MESOPOTAMIAN HIST - SOC
state representative,Spring 2001,BEHAVIORAL PHARMACOLOGY
state representative,Spring 2001,FOOD/FEAST ARCH OF TABLE
state representative,Fall 2003,BEG RDG/WRTG CHINESE II
state representative,Fall 2002,AMERICAN HEALTH POLICY
state representative,Fall 2002,COMPUT LINEAR ALGEBRA
state representative,Fall 2004,Environmental Case Studies
state representative,Fall 2004,ART: ancient to 1945
state representative,Spring 2002,AMERICAN HEALT POLICY
state representative,Spring 2002,ANALYTICAL MECHANICS
state representative,Spring 2004,COMMUNICATIONS INTERNSHP
state representative,Spring 2003,CONTEMPORARY AFRICAN ART
state representative,Fall 2003,A WORLD AT WAR
state representative,Spring 2004,CELL and BIO and BIOCHEMISTRY
Sada Thompson,Spring 2001,BEHAVIORAL PHARMACOLOGY
Sada Thompson,Spring 2002,FOOD/FEAST ARCH OF TABLE
Sada Thompson,Fall 2005,COMPUT LINEAR ALGEBRA
Sada Thompson,Fall 2005,Environmental Case Studies
Sada Thompson,Spring 2004,AMERICAN HEALT POLICY
Sada Thompson,Summer 2000,BRITAIN SINCE 1945
Sada Thompson,Spring 2005,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Sada Thompson,Spring 2002,ANALYTICAL MECHANICS
Sada Thompson,Spring 2004,COMMUNICATIONS INTERNSHP
Sada Thompson,Summer 2000,CONTEMPORARY AFRICAN ART
Sada Thompson,Spring 2001,A WORLD AT WAR
Sada Thompson,Spring 2005,BECOMING HUMAN
Sada Thompson,Spring 2003,CELL BIOLOGY and BIOCHEMISTRY
Richard Dreyfuss,Fall 2004,COMPUT LINEAR ALGEBRA
Richard Dreyfuss,Fall 2004,Environmental Case Studies
Richard Dreyfuss,Fall 2001,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Colin L. Powell,Summer 2003,BEHAVIORAL PHARMACOLOGY
Colin L. Powell,Spring 2002,COMPUT LINEAR ALGEBRA
Colin L. Powell,Spring 2002,Environmental Case Studies
Colin L. Powell,Summer 2001,AMERICAN HEALT POLICY
Colin L. Powell,Spring 2003,ANALYTICAL MECHANICS
Colin L. Powell,Summer 2004,COMMUNICATIONS INTERNSHP
Colin L. Powell,Summer 2002,ELEMENTARY ARABIC II
Colin L. Powell,Spring 2004,ELEMENTARY FRENCH I
Daryl Hannah,Summer 2002,COMPUT LINEAR ALGEBRA
Daryl Hannah,Summer 2002,Environmental Case Studies
Daryl Hannah,Summer 2002,FRESHWATER ECOLOGY
Al Gore,Summer 2001,BEHAVIORAL PHARMACOLOGY
Don Mclean,Fall 2005,BEHAVIORAL PHARMACOLOGY
Alan Bates,Fall 2004,BEHAVIORAL PHARMACOLOGY
Wolfgang Puck,Summer 2001,BEHAVIORAL PHARMACOLOGY
Sandra Brown,Spring 2004,BEHAVIORAL PHARMACOLOGY
Al Gore,Summer 2002,AMERICAN FOREIGN POLICY
Alan Bates,Spring 2005,AMERICAN FOREIGN POLICY
Wolfgang Puck,Summer 2001,AMERICAN FOREIGN POLICY
Sandra Brown,Spring 2003,AMERICAN FOREIGN POLICY
Robert Crais,Summer 2004,FOOD/FEAST ARCH OF TABLE
Alan Bates,Spring 2001,FOOD/FEAST ARCH OF TABLE
Brett Butler,Summer 2003,FOOD/FEAST ARCH OF TABLE
Malcolm Forbes,Summer 2001,CREATIVE WRITING: CREAT. WRITE: FICT/POET
Malcolm Forbes,Summer 2004,BEG RDG/WRTG CHINESE II
Malcolm Forbes,Summer 2002,AMERICAN HEALTH POLICY
Wolfgang Puck,Summer 2002,AMERICAN HEALTH POLICY
Al Gore,Summer 2000,COMPUT LINEAR ALGEBRA
Malcolm Forbes,Spring 2004,COMPUT LINEAR ALGEBRA
Alan Bates,Fall 2003,COMPUT LINEAR ALGEBRA
Sandra Brown,Spring 2002,COMPUT LINEAR ALGEBRA
Wolfgang Puck,Spring 2004,COMPUT LINEAR ALGEBRA
Al Gore,Summer 2003,Environmental Case Studies
Don Mclean,Spring 2001,Environmental Case Studies
Malcolm Forbes,Spring 2003,Environmental Case Studies
Alan Bates,Fall 2003,Environmental Case Studies
Brett Butler,Summer 2001,Environmental Case Studies
Wolfgang Puck,Spring 2005,Environmental Case Studies
Sandra Brown,Spring 2003,Environmental Case Studies
Alan Bates,Spring 2002,AMERICAN HEALT POLICY
Malcolm Forbes,Spring 2004,AMERICAN HEALT POLICY
Al Gore,Summer 2000,BRITAIN SINCE 1945
Al Gore,Summer 2003,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Al Gore,Summer 2001,AMERICAN HEALT POLICY
Wolfgang Puck,Spring 2004,AMERICAN HEALT POLICY
Alan Bates,Spring 2002,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Alan Bates,Fall 2002,ART - ancient to 1945
Don Mclean,Fall 2001,ANALYTICAL MECHANICS
Malcolm Forbes,Spring 2005,ANALYTICAL MECHANICS
Al Gore,Spring 2004,ANALYTICAL MECHANICS
Alan Bates,Spring 2001,ANALYTICAL MECHANICS
Wolfgang Puck,Spring 2005,ANALYTICAL MECHANICS
Diane Sawyer,Summer 2004,ANALYTICAL MECHANICS
Sandra Brown,Spring 2004,ANALYTICAL MECHANICS
Al Gore,Spring 2005,20th Century Russian Literature: Fiction and Reality
Robert Crais,Summer 2004,COMMUNICATIONS INTERNSHP
Alan Bates,Spring 2004,COMMUNICATIONS INTERNSHP
Don Mclean,Spring 2004,CONTEMPORARY AFRICAN ART
Al Gore,Summer 2004,CONTEMPORARY AFRICAN ART
Alan Bates,Summer 2000,CONTEMPORARY AFRICAN ART
Malcolm Forbes,Summer 2004,CONTEMPORARY AFRICAN ART
Wolfgang Puck,Summer 2004,CONTEMPORARY AFRICAN ART
Robert Crais,Summer 2002,FRESHWATER ECOLOGY
Al Gore,Summer 2002,FRESHWATER ECOLOGY
Malcolm Forbes,Summer 2002,FRESHWATER ECOLOGY
Wolfgang Puck,Summer 2002,FRESHWATER ECOLOGY
Robert Crais,Summer 2002,French Thought Since 1945
Alan Bates,Fall 2004,A WORLD AT WAR
Malcolm Forbes,Summer 2001,A WORLD AT WAR
Al Gore,Summer 2002,A WORLD AT WAR
Wolfgang Puck,Spring 2005,A WORLD AT WAR
Brett Butler,Summer 2002,A WORLD AT WAR
Sandra Brown,Spring 2002,A WORLD AT WAR
Alan Bates,Spring 2005,BECOMING HUMAN
Brett Butler,Summer 2001,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Barbara Bel Geddes,Summer 2004,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Alan Bates,Spring 2004,CELL and BIO and BIOCHEMISTRY
Don Mclean,Spring 2003,EXPERIMENTAL WRITING SEM
Don Mclean,Spring 2001,19TH-CENT BRITISH LIT
Al Gore,Spring 2005,19TH-CENT BRITISH LIT
Don Mclean,Spring 2003,AMERICAN SOUTH 1861-PRES
Malcolm Forbes,Spring 2005,ELEMENTARY ARABIC II
Wolfgang Puck,Summer 2004,ELEMENTARY ARABIC II
Don Mclean,Summer 2003,BRITISH POETRY 1660-1914
Christie Hefner,Summer 2000,BEHAVIORAL PHARMACOLOGY
Christie Hefner,Spring 2003,AMERICAN FOREIGN POLICY
Christie Hefner,Spring 2003,COMPUT LINEAR ALGEBRA
Christie Hefner,Spring 2002,Environmental Case Studies
Christie Hefner,Spring 2005,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Christie Hefner,Summer 2001,ART - from ancient to 1945
Christie Hefner,Spring 2004,AFGHANISTAN & ISLAMISM: AFGHANISTAN & ISLAMISM
Christie Hefner,Spring 2004,ANALYTICAL MECHANICS
Christie Hefner,Summer 2000,CONTEMPORARY AFRICAN ART
Christie Hefner,Spring 2002,A WORLD AT WAR
Christie Hefner,Spring 2005,BECOMING HUMAN
Christie Hefner,Summer 2001,EXPERIMENTAL WRITING SEM
Christie Hefner,Summer 2002,FRANCE & THE EUROP.UNION
James Tierney,Spring 2001,BEHAVIORAL PHARMACOLOGY
James Tierney,Spring 2002,FOOD/FEAST ARCH OF TABLE
James Tierney,Spring 2001,COMPUT LINEAR ALGEBRA
James Tierney,Spring 2004,Environmental Case Studies
James Tierney,Summer 2000,BRITAIN SINCE 1945
James Tierney,Spring 2005,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
James Tierney,Summer 2001,ART - from ancient to 1945
James Tierney,Spring 2004,AFGHANISTAN & ISLAMISM: AFGHANISTAN & ISLAMISM
James Tierney,Spring 2003,ANALYTICAL MECHANICS
James Tierney,Spring 2005,20th Century Russian Literature: Fiction and Reality
James Tierney,Summer 2000,CONTEMPORARY AFRICAN ART
James Tierney,Spring 2003,A WORLD AT WAR
James Tierney,Summer 2001,EXPERIMENTAL WRITING SEM
Beverly Garland,Summer 2001,BEHAVIORAL PHARMACOLOGY
Beverly Garland,Spring 2005,AMERICAN FOREIGN POLICY
Beverly Garland,Spring 2004,COMPUT LINEAR ALGEBRA
Beverly Garland,Spring 2005,Environmental Case Studies
Beverly Garland,Summer 2004,AMERICAN HEALT POLICY
Beverly Garland,Summer 2001,ANALYTICAL MECHANICS
Beverly Garland,Summer 2002,20th Century Russian Literature: Fiction and Reality
Beverly Garland,Summer 2004,COMMUNICATIONS INTERNSHP
Beverly Garland,Spring 2004,A WORLD AT WAR
Beverly Garland,Summer 2004,EUROPE IN A WIDER WORLD
Beverly Garland,Summer 2002,ELEMENTARY ARABIC II
Edward Koch,Fall 2001,BEHAVIORAL PHARMACOLOGY
Edward Koch,Fall 2005,AMERICAN FOREIGN POLICY
Edward Koch,Spring 2001,CREATIVE WRITING: CREAT. WRITE: FICT/POET
Edward Koch,Fall 2003,BEG RDG/WRTG CHINESE II
Edward Koch,Fall 2001,COMPUT LINEAR ALGEBRA
Edward Koch,Fall 2002,Environmental Case Studies
Edward Koch,Fall 2004,ART: ancient to 1945
Edward Koch,Fall 2003,AMERICAN HEALT POLICY
Edward Koch,Fall 2004,CONTEMP ART:1945 to PRESENT
Edward Koch,Fall 2002,Business German - Micro Perspective
Edward Koch,Fall 2005,ANALYTICAL MECHANICS
Edward Koch,Spring 2001,CONTEMPORARY AFRICAN ART
Edward Koch,Fall 2000,A WORLD AT WAR
Edward Koch,Fall 2000,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Estelle Getty,Fall 2002,COMPUT LINEAR ALGEBRA
Estelle Getty,Fall 2004,Environmental Case Studies
Estelle Getty,Spring 2001,AFRICAN-AMERICAN LIT: AFRICAN-AMER LIT:CHANGE
Estelle Getty,Fall 2005,CONTEMPORARY AFRICAN ART
Estelle Getty,Spring 2001,AMERICAN POETRY
Estelle Getty,Fall 2003,BECOMING HUMAN
Eric Margolis,Fall 2001,AMERICAN FOREIGN POLICY
Howard Cosell,Fall 2004,BEHAVIORAL PHARMACOLOGY
Howard Cosell,Fall 2005,CREATIVE WRITING: WRITING PERSONAL ESSAY
Howard Cosell,Fall 2004,AMERICAN FOREIGN POLICY
Howard Cosell,Fall 2003,COMPUT LINEAR ALGEBRA
Howard Cosell,Fall 2004,Environmental Case Studies
Howard Cosell,Fall 2005,ECONOMETRICS
Howard Cosell,Spring 2001,ANALYTICAL MECHANICS
Howard Cosell,Spring 2001,CONTEMPORARY AFRICAN ART
Howard Cosell,Fall 2003,A WORLD AT WAR
Howard Cosell,Fall 2005,ELEMENTARY GERMAN I
Nick Bantock,Fall 2002,BEHAVIORAL PHARMACOLOGY
Nick Bantock,Fall 2001,AMERICAN FOREIGN POLICY
Nick Bantock,Fall 2005,CURR ISSUES GLOBAL HEALT
Nick Bantock,Fall 2003,ANTH OF GLOBAL LABOR: Anthropology of Global Labor
Nick Bantock,Fall 2001,COMPUT LINEAR ALGEBRA
Nick Bantock,Fall 2000,ENVIRONMENTAL SYSTEMS II
Nick Bantock,Fall 2004,ANALYTICAL MECHANICS
Nick Bantock,Fall 2005,CONTEMPORARY AFRICAN ART
Nick Bantock,Fall 2000,A WORLD AT WAR
Nick Bantock,Spring 2001,AMERICAN POETRY
Nick Bantock,Fall 2003,ELEMENTARY FRENCH I
Nick Bantock,Fall 2004,ELEMENTARY FRENCH II
Nick Bantock,Spring 2001,EARLY MESOPOTAMIAN HIST - SOC
CDyan Cannon,Fall 2000,BEHAVIORAL PHARMACOLOGY
CDyan Cannon,Fall 2000,A WORLD AT WAR
Julie Christie 1999,Fall 2000,ELEM MODERN HEBREW I
Julie Christie 1999,Fall 2000,ENVIRONMENTAL SYSTEMS II
Butros Butros-Ghali,Spring 2002,AMERICAN FOREIGN POLICY
Butros Butros-Ghali,Summer 2002,CURR ISSUES GLOBAL HEALT
Butros Butros-Ghali,Spring 2001,BIOLOGICAL CHEMISTRY II
Butros Butros-Ghali,Summer 2003,AMER POST-1800: BF SEM: MODERN AMERICAN CITIES
Butros Butros-Ghali,Fall 2003,ELEM MODERN HEBREW I
Butros Butros-Ghali,Fall 2001,COMPUT LINEAR ALGEBRA
Butros Butros-Ghali,Summer 2001,AMERICAN HEALT POLICY
Butros Butros-Ghali,Summer 2004,CONTEMPORARY AFRICAN ART
Butros Butros-Ghali,Summer 2002,French Thought Since 1945
Butros Butros-Ghali,Spring 2004,ELEMENTARY ARABIC II
Jackson Gillman,Spring 2001,CONTEMPORARY AFRICAN ART
Rod Paige,Spring 2001,AMERICAN FOREIGN POLICY
Rod Paige,Fall 2003,COMPUT LINEAR ALGEBRA
Rod Paige,Spring 2001,Environmental Case Studies
Rod Paige,Spring 2004,AMERICAN HEALT POLICY
Rod Paige,Summer 2000,BRITAIN SINCE 1945
Rod Paige,Summer 2000,ACCELERATED INTERMD GRMN
Rod Paige,Spring 2004,EDGAR ALLAM POE'S SCIEN
Rod Paige,Spring 2002,ANALYTICAL MECHANICS
Rod Paige,Spring 2005,CONTEMPORARY AFRICAN ART
Rod Paige,Spring 2003,CELL BIOLOGY and BIOCHEMISTRY
Rod Paige,Spring 2005,AUGUSTAN CULTRL REVOL
Ken Follett 2001,Summer 2002,BEHAVIORAL PHARMACOLOGY
Ken Follett 2001,Summer 2002,COMPUT LINEAR ALGEBRA
Ken Follett 2001,Summer 2003,Environmental Case Studies
Ken Follett 2001,Summer 2004,AMERICAN HEALT POLICY
Ken Follett 2001,Summer 2003,BRITAIN SINCE 1945
Ken Follett 2001,Summer 2004,ANALYTICAL MECHANICS
Ken Follett 2001,Summer 2002,A WORLD AT WAR
Jay Ambrose,Fall 2005,BEHAVIORAL PHARMACOLOGY
Jay Ambrose,Fall 2005,AMERICAN FOREIGN POLICY
Jay Ambrose,Spring 2001,AMERICAN HEALTH POLICY
Jay Ambrose,Fall 2003,COMPUT LINEAR ALGEBRA
Jay Ambrose,Fall 2003,Environmental Case Studies
Jay Ambrose,Spring 2002,AMERICAN HEALT POLICY
Jay Ambrose,Spring 2003,Business German A Micro Perspective
Jay Ambrose,Spring 2002,"ART, from ancient to 1945"
Jay Ambrose,Spring 2003,CONTEMP ART - since 1945
Jay Ambrose,Fall 2004,ANALYTICAL MECHANICS
Jay Ambrose,Spring 2004,CONTEMPORARY AFRICAN ART
Jay Ambrose,Spring 2001,FRESHWATER ECOLOGY
Jay Ambrose,Fall 2004,A WORLD AT WAR
SMorley Safer,Fall 2005,COMPUT LINEAR ALGEBRA
SMorley Safer,Fall 2005,Environmental Case Studies
Marsha Mason,Summer 2004,BEHAVIORAL PHARMACOLOGY
Marsha Mason,Summer 2004,FOOD/FEAST ARCH OF TABLE
Marsha Mason,Summer 2004,COMPUT LINEAR ALGEBRA
Marsha Mason,Summer 2004,ELEMENTARY FRENCH I
Anthony Quinn,Fall 2002,BEHAVIORAL PHARMACOLOGY
Anthony Quinn,Fall 2001,AMERICAN FOREIGN POLICY
Anthony Quinn,Summer 2001,FOOD/FEAST ARCH OF TABLE
Anthony Quinn,Summer 2001,ECONOMETRIC FORECASTING
Anthony Quinn,Summer 2002,BEHAVIORAL ECON & PSYCH
Anthony Quinn,Fall 2001,Environmental Case Studies
Anthony Quinn,Fall 2000,COMPUTER LINEAR ALGEBRA
Anthony Quinn,Fall 2000,A WORLD AT WAR
Anthony Quinn,Summer 2002,CREAT.NON-FICTION WRIT
Anthony Quinn,Fall 2002,EXPERIMENTAL WRITING SEM
Jeff Foxworthy,Fall 2004,AMERICAN FOREIGN POLICY
Jeff Foxworthy,Spring 2001,AMERICAN HEALTH POLICY
Jeff Foxworthy,Fall 2004,COMPUT LINEAR ALGEBRA
Jeff Foxworthy,Fall 2003,Environmental Case Studies
Jeff Foxworthy,Spring 2002,AMERICAN HEALT POLICY
Jeff Foxworthy,Fall 2005,ANALYTICAL MECHANICS
Jeff Foxworthy,Spring 2001,FRESHWATER ECOLOGY
Jeff Foxworthy,Fall 2004,A WORLD AT WAR
Jeff Foxworthy,Fall 2005,CELL BIOL & BIOCHEM
Jeff Foxworthy,Spring 2002,EXPERIMENTAL WRITING SEM
Winona Ryder,Spring 2004,COMPUT LINEAR ALGEBRA
Winona Ryder,Spring 2005,Environmental Case Studies
Winona Ryder,Summer 2000,ACCELERATED INTERMD GRMN
Winona Ryder,Summer 2001,ART - from ancient to 1945
Winona Ryder,Spring 2005,CELL. BIOL. & BIOCHEM.
Winona Ryder,Summer 2001,EXPERIMENTAL WRITING SEM
Morgan Freeman,Spring 2002,BEHAVIORAL PHARMACOLOGY
Morgan Freeman,Summer 2001,AMERICAN FOREIGN POLICY
Morgan Freeman,Spring 2002,FOOD/FEAST ARCH OF TABLE
Morgan Freeman,Spring 2004,COMPUT LINEAR ALGEBRA
Morgan Freeman,Spring 2004,Environmental Case Studies
Morgan Freeman,Spring 2005,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Morgan Freeman,Spring 2005,ANALYTICAL MECHANICS
Morgan Freeman,Summer 2001,COMMUNICATIONS INTERNSHP
Morgan Freeman,Summer 2004,CONTEMPORARY AFRICAN ART
Morgan Freeman,Spring 2001,A WORLD AT WAR
Morgan Freeman,Summer 2003,BECOMING HUMAN
Morgan Freeman,Spring 2001,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Morgan Freeman,Summer 2004,ELEMENTARY ARABIC II
Morgan Freeman,Summer 2002,ELEMENTARY FRENCH I
Morgan Freeman,Summer 2002,ELEMENTARY FRENCH II
Lee Remick,Spring 2005,BEHAVIORAL PHARMACOLOGY
Lee Remick,Summer 2004,AMERICAN FOREIGN POLICY
Lee Remick,Summer 2002,COMPUT LINEAR ALGEBRA
Lee Remick,Summer 2001,Environmental Case Studies
Lee Remick,Summer 2003,"BEING HUMAN: Being Human: Biology, Culture & Human Diversity"
Lee Remick,Summer 2000,ANALYTICAL MECHANICS
Lee Remick,Summer 2004,CONTEMPORARY AFRICAN ART
Lee Remick,Spring 2004,A WORLD AT WAR
Lee Remick,Summer 2003,BECOMING HUMAN
Lee Remick,Summer 2001,Environmental Studies Research Seminar Junior Level
Bonnie Bedelia,Fall 2001,BEHAVIORAL PHARMACOLOGY
Bonnie Bedelia,Fall 2003,AMERICAN FOREIGN POLICY
Bonnie Bedelia,Spring 2001,CRIME AND DETECTION: Dark Deeds
Bonnie Bedelia,Spring 2002,BIOLOGICAL CHEMISTRY II
Bonnie Bedelia,Spring 2002,ANTH OF GLOBAL LABOR: Anthropology of Global Labor
Bonnie Bedelia,Spring 2004,BEG RDG/WRTG CHINESE II
Bonnie Bedelia,Fall 2004,COMPUT LINEAR ALGEBRA
Bonnie Bedelia,Spring 2001,Environmental Case Studies
Bonnie Bedelia,Fall 2005,"Business German, A Micro Perspective"
Bonnie Bedelia,Fall 2004,ANALYTICAL MECHANICS
Bonnie Bedelia,Spring 2005,CONTEMPORARY AFRICAN ART
Bonnie Bedelia,Fall 2001,A WORLD AT WAR
Bonnie Bedelia,Fall 2003,FOOD/FEAST ARCH OF TABLE
Bonnie Bedelia,Fall 2005,AMERICAN HEALT POLICY
Bonnie Bedelia,Spring 2004,ELEMENTARY FRENCH I
Michael Levine,Fall 2001,BEHAVIORAL PHARMACOLOGY
Michael Levine,Fall 2000,ENVIRONMENTAL SYSTEMS II
Michael Levine,Fall 2000,A WORLD AT WAR
Patricia Neal,Summer 2003,A WORLD AT WAR
Patricia Neal,Summer 2004,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
Mike Stewart,Fall 2003,ELEM MODERN HEBREW I
Mike Stewart,Fall 2003,COMPUT LINEAR ALGEBRA
Mike Stewart,Spring 2001,CONTEMPORARY AFRICAN ART
Mike Stewart,Fall 2004,EXPERIMENTAL WRITING SEM
Mike Stewart,Fall 2004,"EYE, MIND AND IMAGE"
Mike Stewart,Spring 2001,"Feminist Theory: Feminism, Activism, and the Body"
Mike Stewart,Fall 2005,ELEMENTARY GERMAN I
"Douglas Fairbanks, Jr.",Summer 2002,BEHAVIORAL PHARMACOLOGY
"Douglas Fairbanks, Jr.",Summer 2003,FOOD/FEAST ARCH OF TABLE
"Douglas Fairbanks, Jr.",Spring 2004,COMPUT LINEAR ALGEBRA
"Douglas Fairbanks, Jr.",Summer 2003,CONTEMPORARY POL.THOUGHT
"Douglas Fairbanks, Jr.",Summer 2001,ART - from ancient to 1945
"Douglas Fairbanks, Jr.",Spring 2004,ANALYTICAL MECHANICS
"Douglas Fairbanks, Jr.",Summer 2004,CONTEMPORARY AFRICAN ART
"Douglas Fairbanks, Jr.",Summer 2000,FRESHWATER ECOLOGY
"Douglas Fairbanks, Jr.",Spring 2005,A WORLD AT WAR
"Douglas Fairbanks, Jr.",Summer 2000,FR FOR PROFESSIONS I
"Douglas Fairbanks, Jr.",Summer 2001,CELL. BIOL. And BIOCHEM.
"Douglas Fairbanks, Jr.",Spring 2005,"EYE, MIND AND IMAGE"
"Douglas Fairbanks, Jr.",Summer 2002,ELEMENTARY ARABIC II
"Olympia Snowe,",Spring 2003,BEHAVIORAL PHARMACOLOGY
"Olympia Snowe,",Spring 2002,AMERICAN FOREIGN POLICY
"Olympia Snowe,",Spring 2005,ABNORMAL PSYCHOLOGY
"Olympia Snowe,",Summer 2000,ANTH OF GLOBAL LABOR: Anthropology of Global Labor
"Olympia Snowe,",Fall 2004,COMPUT LINEAR ALGEBRA
"Olympia Snowe,",Fall 2004,Environmental Case Studies
"Olympia Snowe,",Spring 2003,Business German A Micro Perspective
"Olympia Snowe,",Spring 2004,AFGHANISTAN & ISLAMISM: AFGHANISTAN & ISLAMISM
"Olympia Snowe,",Fall 2005,ANALYTICAL MECHANICS
"Olympia Snowe,",Summer 2000,CONTEMPORARY AFRICAN ART
"Olympia Snowe,",Fall 2005,A WORLD AT WAR
"Olympia Snowe,",Spring 2005,BECOMING HUMAN
"Olympia Snowe,",Fall 2003,EXPERIMENTAL WRITING SEM: The Ecology of Poetry
"Olympia Snowe,",Summer 2001,CELL. BIOL. And BIOCHEM.
Pat Schroeder,Summer 2004,COMMUNICATIONS INTERNSHP
Erin Hart,Fall 2002,BEHAVIORAL PHARMACOLOGY
Dana Delany,Summer 2004,AMERICAN FOREIGN POLICY
